TIME,OPCODE,ACK/NACK,REASON
2023-08-23 15:27:03.431,0xFF,TX,ACK
2023-08-23 15:27:03.806,0xFF,TX,ACK
2023-08-23 15:27:04.167,0xFF,TX,ACK
2023-08-23 15:27:04.557,0xFF,TX,ACK
2023-08-23 15:27:05.053,0xFF,TX,ACK
2023-08-23 15:27:05.594,0xFF,TX,ACK
2023-08-23 15:27:05.924,0xFF,TX,ACK
2023-08-23 15:27:06.464,0xFF,TX,ACK
2023-08-23 15:27:07.276,0xFF,TX,ACK
2023-08-23 15:27:07.697,0xFF,TX,ACK
2023-08-23 15:27:08.177,0xFF,TX,ACK
2023-08-23 15:27:08.747,0xFF,TX,ACK
2023-08-23 15:27:09.242,0xFF,TX,ACK
2023-08-23 15:27:09.770,0xFF,TX,ACK
2023-08-23 15:27:10.235,0xFF,TX,ACK
2023-08-23 15:27:10.686,0xFF,TX,ACK
2023-08-23 15:27:11.107,0xFF,TX,ACK
2023-08-23 15:27:11.737,0xFF,TX,ACK
2023-08-23 15:27:11.977,0xFF,TX,ACK
2023-08-23 15:27:12.292,0xFF,TX,ACK
2023-08-23 15:27:12.713,0xFF,TX,ACK
2023-08-23 15:27:13.164,0xFF,TX,ACK
2023-08-23 15:27:13.538,0xFF,TX,ACK
2023-08-23 15:27:14.124,0xFF,TX,ACK
2023-08-23 15:27:14.620,0xFF,TX,ACK
2023-08-23 15:27:15.086,0xFF,TX,ACK
2023-08-23 15:27:15.896,0xFF,TX,ACK
2023-08-23 15:27:16.376,0xFF,TX,ACK
2023-08-23 15:27:16.797,0xFF,TX,ACK
2023-08-23 15:27:17.022,0xFF,TX,ACK
2023-08-23 15:27:17.562,0xFF,TX,ACK
2023-08-23 15:27:17.984,0xFF,TX,ACK
2023-08-23 15:27:18.674,0xFF,TX,ACK
2023-08-23 15:27:19.245,0xFF,TX,ACK
2023-08-23 15:27:19.696,0xFF,TX,ACK
2023-08-23 15:27:20.058,0xFF,TX,ACK
2023-08-23 15:27:20.539,0xFF,TX,ACK
2023-08-23 15:27:21.095,0xFF,TX,ACK
2023-08-23 15:27:21.877,0xFF,TX,ACK
2023-08-23 15:27:22.403,0xFF,TX,ACK
2023-08-23 15:27:22.793,0xFF,TX,ACK
2023-08-23 15:27:23.258,0xFF,TX,ACK
2023-08-23 15:27:23.620,0xFF,TX,ACK
2023-08-23 15:27:24.115,0xFF,TX,ACK
2023-08-23 15:27:24.731,0xFF,TX,ACK
2023-08-23 15:27:25.151,0xFF,TX,ACK
2023-08-23 15:27:25.542,0xFF,TX,ACK
2023-08-23 15:27:26.036,0xFF,TX,ACK
2023-08-23 15:27:26.428,0xFF,TX,ACK
2023-08-23 15:27:26.713,0xFF,TX,ACK
2023-08-23 15:27:27.074,0xFF,TX,ACK
2023-08-23 15:27:27.659,0xFF,TX,ACK
2023-08-23 15:27:28.274,0xFF,TX,ACK
2023-08-23 15:27:28.861,0xFF,TX,ACK
2023-08-23 15:27:29.326,0xFF,TX,ACK
2023-08-23 15:27:29.492,0xFF,TX,ACK
2023-08-23 15:27:29.496,0xFF,TX,ACK
2023-08-23 15:27:29.507,0xFF,TX,ACK
2023-08-23 15:27:29.897,0xFF,TX,ACK
2023-08-23 15:27:30.453,0xFF,TX,ACK
2023-08-23 15:27:30.920,0xFF,TX,ACK
2023-08-23 15:27:31.355,0xFF,TX,ACK
2023-08-23 15:27:31.851,0xFF,TX,ACK
2023-08-23 15:27:32.241,0xFF,TX,ACK
2023-08-23 15:27:32.661,0xFF,TX,ACK
2023-08-23 15:27:33.262,0xFF,TX,ACK
2023-08-23 15:27:33.833,0xFF,TX,ACK
2023-08-23 15:27:34.253,0xFF,TX,ACK
2023-08-23 15:27:34.628,0xFF,TX,ACK
2023-08-23 15:27:35.049,0xFF,TX,ACK
2023-08-23 15:27:35.680,0xFF,TX,ACK
2023-08-23 15:27:36.086,0xFF,TX,ACK
2023-08-23 15:27:36.371,0xFF,TX,ACK
2023-08-23 15:27:36.867,0xFF,TX,ACK
2023-08-23 15:27:37.377,0xFF,TX,ACK
2023-08-23 15:27:37.903,0xFF,TX,ACK
2023-08-23 15:27:38.339,0xFF,TX,ACK
2023-08-23 15:27:38.698,0xFF,TX,ACK
2023-08-23 15:27:39.195,0xFF,TX,ACK
2023-08-23 15:27:39.780,0xFF,TX,ACK
2023-08-23 15:27:40.246,0xFF,TX,ACK
2023-08-23 15:27:40.803,0xFF,TX,ACK
2023-08-23 15:27:41.343,0xFF,TX,ACK
2023-08-23 15:27:41.855,0xFF,TX,ACK
2023-08-23 15:27:42.335,0xFF,TX,ACK
2023-08-23 15:27:42.606,0xFF,TX,ACK
2023-08-23 15:27:43.177,0xFF,TX,ACK
2023-08-23 15:27:43.718,0xFF,TX,ACK
2023-08-23 15:27:44.153,0xFF,TX,ACK
2023-08-23 15:27:44.784,0xFF,TX,ACK
2023-08-23 15:27:45.159,0xFF,TX,ACK
2023-08-23 15:27:45.746,0xFF,TX,ACK
2023-08-23 15:27:46.376,0xFF,TX,ACK
2023-08-23 15:27:46.962,0xFF,TX,ACK
2023-08-23 15:27:47.412,0xFF,TX,ACK
2023-08-23 15:27:47.908,0xFF,TX,ACK
2023-08-23 15:27:48.419,0xFF,TX,ACK
2023-08-23 15:27:48.734,0xFF,TX,ACK
2023-08-23 15:27:49.244,0xFF,TX,ACK
2023-08-23 15:27:49.620,0xFF,TX,ACK
2023-08-23 15:27:50.070,0xFF,TX,ACK
2023-08-23 15:27:50.536,0xFF,TX,ACK
2023-08-23 15:27:50.956,0xFF,TX,ACK
2023-08-23 15:27:51.722,0xFF,TX,ACK
2023-08-23 15:27:52.053,0xFF,TX,ACK
2023-08-23 15:27:52.503,0xFF,TX,ACK
2023-08-23 15:27:52.849,0xFF,TX,ACK
2023-08-23 15:27:53.225,0xFF,TX,ACK
2023-08-23 15:27:53.630,0xFF,TX,ACK
2023-08-23 15:27:54.141,0xFF,TX,ACK
2023-08-23 15:27:54.607,0xFF,TX,ACK
2023-08-23 15:27:55.088,0xFF,TX,ACK
2023-08-23 15:27:55.808,0xFF,TX,ACK
2023-08-23 15:27:56.289,0xFF,TX,ACK
2023-08-23 15:27:56.649,0xFF,TX,ACK
2023-08-23 15:27:56.994,0xFF,TX,ACK
2023-08-23 15:27:57.490,0xFF,TX,ACK
2023-08-23 15:27:57.955,0xFF,TX,ACK
2023-08-23 15:27:58.555,0xFF,TX,ACK
2023-08-23 15:27:58.840,0xFF,TX,ACK
2023-08-23 15:27:59.380,0xFF,TX,ACK
2023-08-23 15:27:59.651,0xFF,TX,ACK
2023-08-23 15:28:00.283,0xFF,TX,ACK
2023-08-23 15:28:00.704,0xFF,TX,ACK
2023-08-23 15:28:01.304,0xFF,TX,ACK
2023-08-23 15:28:01.710,0xFF,TX,ACK
2023-08-23 15:28:02.176,0xFF,TX,ACK
2023-08-23 15:28:02.807,0xFF,TX,ACK
2023-08-23 15:28:03.064,0xFF,TX,ACK
2023-08-23 15:28:03.259,0xFF,TX,ACK
2023-08-23 15:28:03.739,0xFF,TX,ACK
2023-08-23 15:28:03.994,0xFF,TX,ACK
2023-08-23 15:28:04.474,0xFF,TX,ACK
2023-08-23 15:28:04.984,0xFF,TX,ACK
2023-08-23 15:28:05.360,0xFF,TX,ACK
2023-08-23 15:28:06.097,0xFF,TX,ACK
2023-08-23 15:28:06.562,0xFF,TX,ACK
2023-08-23 15:28:07.014,0xFF,TX,ACK
2023-08-23 15:28:07.660,0xFF,TX,ACK
2023-08-23 15:28:07.871,0xFF,TX,ACK
2023-08-23 15:28:08.381,0xFF,TX,ACK
2023-08-23 15:28:08.891,0xFF,TX,ACK
2023-08-23 15:28:09.283,0xFF,TX,ACK
2023-08-23 15:28:09.748,0xFF,TX,ACK
2023-08-23 15:28:10.258,0xFF,TX,ACK
2023-08-23 15:28:10.664,0xFF,TX,ACK
2023-08-23 15:28:10.859,0xFF,TX,ACK
2023-08-23 15:28:11.144,0xFF,TX,ACK
2023-08-23 15:28:11.640,0xFF,TX,ACK
2023-08-23 15:28:11.985,0xFF,TX,ACK
2023-08-23 15:28:12.511,0xFF,TX,ACK
2023-08-23 15:28:12.916,0xFF,TX,ACK
2023-08-23 15:28:13.367,0xFF,TX,ACK
2023-08-23 15:28:13.697,0xFF,TX,ACK
2023-08-23 15:28:14.178,0xFF,TX,ACK
2023-08-23 15:28:14.569,0xFF,TX,ACK
2023-08-23 15:28:14.884,0xFF,TX,ACK
2023-08-23 15:28:15.379,0xFF,TX,ACK
2023-08-23 15:28:15.695,0xFF,TX,ACK
2023-08-23 15:28:16.070,0xFF,TX,ACK
2023-08-23 15:28:16.522,0xFF,TX,ACK
2023-08-23 15:28:16.853,0xFF,TX,ACK
2023-08-23 15:28:17.333,0xFF,TX,ACK
2023-08-23 15:28:17.767,0xFF,TX,ACK
2023-08-23 15:28:18.309,0xFF,TX,ACK
2023-08-23 15:28:18.701,0xFF,TX,ACK
2023-08-23 15:28:19.273,0xFF,TX,ACK
2023-08-23 15:28:19.692,0xFF,TX,ACK
2023-08-23 15:28:19.872,0xFF,TX,ACK
2023-08-23 15:28:20.503,0xFF,TX,ACK
2023-08-23 15:28:21.000,0xFF,TX,ACK
2023-08-23 15:28:21.360,0xFF,TX,ACK
2023-08-23 15:28:21.871,0xFF,TX,ACK
2023-08-23 15:28:22.261,0xFF,TX,ACK
2023-08-23 15:28:22.576,0xFF,TX,ACK
2023-08-23 15:28:23.131,0xFF,TX,ACK
2023-08-23 15:28:23.492,0xFF,TX,ACK
2023-08-23 15:28:23.732,0xFF,TX,ACK
2023-08-23 15:28:24.286,0xFF,TX,ACK
2023-08-23 15:28:24.572,0xFF,TX,ACK
2023-08-23 15:28:25.023,0xFF,TX,ACK
2023-08-23 15:28:25.518,0xFF,TX,ACK
2023-08-23 15:28:25.984,0xFF,TX,ACK
2023-08-23 15:28:26.225,0xFF,TX,ACK
2023-08-23 15:28:26.767,0xFF,TX,ACK
2023-08-23 15:28:27.099,0xFF,TX,ACK
2023-08-23 15:28:27.744,0xFF,TX,ACK
2023-08-23 15:28:28.435,0xFF,TX,ACK
2023-08-23 15:28:28.885,0xFF,TX,ACK
2023-08-23 15:28:29.275,0xFF,TX,ACK
2023-08-23 15:28:29.696,0xFF,TX,ACK
2023-08-23 15:28:30.056,0xFF,TX,ACK
2023-08-23 15:28:30.522,0xFF,TX,ACK
2023-08-23 15:28:30.942,0xFF,TX,ACK
2023-08-23 15:28:31.287,0xFF,TX,ACK
2023-08-23 15:28:31.572,0xFF,TX,ACK
2023-08-23 15:28:31.963,0xFF,TX,ACK
2023-08-23 15:28:32.504,0xFF,TX,ACK
2023-08-23 15:28:32.895,0xFF,TX,ACK
2023-08-23 15:28:33.211,0xFF,TX,ACK
2023-08-23 15:28:33.587,0xFF,TX,ACK
2023-08-23 15:28:34.021,0xFF,TX,ACK
2023-08-23 15:28:34.651,0xFF,TX,ACK
2023-08-23 15:28:35.056,0xFF,TX,ACK
2023-08-23 15:28:35.793,0xFF,TX,ACK
2023-08-23 15:28:36.228,0xFF,TX,ACK
2023-08-23 15:28:36.723,0xFF,TX,ACK
2023-08-23 15:28:37.203,0xFF,TX,ACK
2023-08-23 15:28:37.637,0xFF,TX,ACK
2023-08-23 15:28:38.193,0xFF,TX,ACK
2023-08-23 15:28:38.673,0xFF,TX,ACK
2023-08-23 15:28:39.019,0xFF,TX,ACK
2023-08-23 15:28:39.470,0xFF,TX,ACK
2023-08-23 15:28:39.935,0xFF,TX,ACK
2023-08-23 15:28:40.401,0xFF,TX,ACK
2023-08-23 15:28:40.762,0xFF,TX,ACK
2023-08-23 15:28:41.032,0xFF,TX,ACK
2023-08-23 15:28:41.287,0xFF,TX,ACK
2023-08-23 15:28:41.950,0xFF,TX,ACK
2023-08-23 15:28:42.265,0xFF,TX,ACK
2023-08-23 15:28:42.716,0xFF,TX,ACK
2023-08-23 15:28:42.972,0xFF,TX,ACK
2023-08-23 15:28:43.272,0xFF,TX,ACK
2023-08-23 15:28:43.769,0xFF,TX,ACK
2023-08-23 15:28:44.114,0xFF,TX,ACK
2023-08-23 15:28:44.594,0xFF,TX,ACK
2023-08-23 15:28:45.001,0xFF,TX,ACK
2023-08-23 15:28:45.587,0xFF,TX,ACK
2023-08-23 15:28:45.933,0xFF,TX,ACK
2023-08-23 15:28:46.323,0xFF,TX,ACK
2023-08-23 15:28:46.712,0xFF,TX,ACK
2023-08-23 15:28:47.028,0xFF,TX,ACK
2023-08-23 15:28:47.388,0xFF,TX,ACK
2023-08-23 15:28:47.870,0xFF,TX,ACK
2023-08-23 15:28:48.396,0xFF,TX,ACK
2023-08-23 15:28:48.696,0xFF,TX,ACK
2023-08-23 15:28:49.161,0xFF,TX,ACK
2023-08-23 15:28:49.672,0xFF,TX,ACK
2023-08-23 15:28:50.033,0xFF,TX,ACK
2023-08-23 15:28:50.408,0xFF,TX,ACK
2023-08-23 15:28:50.783,0xFF,TX,ACK
2023-08-23 15:28:50.994,0xFF,TX,ACK
2023-08-23 15:28:51.445,0xFF,TX,ACK
2023-08-23 15:28:51.880,0xFF,TX,ACK
2023-08-23 15:28:52.393,0xFF,TX,ACK
2023-08-23 15:28:52.887,0xFF,TX,ACK
2023-08-23 15:28:53.398,0xFF,TX,ACK
2023-08-23 15:28:53.833,0xFF,TX,ACK
2023-08-23 15:28:54.208,0xFF,TX,ACK
2023-08-23 15:28:54.720,0xFF,TX,ACK
2023-08-23 15:28:55.141,0xFF,TX,ACK
2023-08-23 15:28:55.726,0xFF,TX,ACK
2023-08-23 15:28:55.968,0xFF,TX,ACK
2023-08-23 15:28:56.582,0xFF,TX,ACK
2023-08-23 15:28:57.125,0xFF,TX,ACK
2023-08-23 15:28:57.530,0xFF,TX,ACK
2023-08-23 15:28:57.830,0xFF,TX,ACK
2023-08-23 15:28:58.297,0xFF,TX,ACK
2023-08-23 15:28:58.747,0xFF,TX,ACK
2023-08-23 15:28:59.033,0xFF,TX,ACK
2023-08-23 15:28:59.605,0xFF,TX,ACK
2023-08-23 15:29:00.011,0xFF,TX,ACK
2023-08-23 15:29:00.445,0xFF,TX,ACK
2023-08-23 15:29:00.745,0xFF,TX,ACK
2023-08-23 15:29:01.045,0xFF,TX,ACK
2023-08-23 15:29:01.661,0xFF,TX,ACK
2023-08-23 15:29:02.037,0xFF,TX,ACK
2023-08-23 15:29:02.217,0xFF,TX,ACK
2023-08-23 15:29:02.743,0xFF,TX,ACK
2023-08-23 15:29:03.238,0xFF,TX,ACK
2023-08-23 15:29:03.599,0xFF,TX,ACK
2023-08-23 15:29:03.990,0xFF,TX,ACK
2023-08-23 15:29:04.365,0xFF,TX,ACK
2023-08-23 15:29:04.696,0xFF,TX,ACK
2023-08-23 15:29:05.432,0xFF,TX,ACK
2023-08-23 15:29:05.777,0xFF,TX,ACK
2023-08-23 15:29:06.106,0xFF,TX,ACK
2023-08-23 15:29:06.347,0xFF,TX,ACK
2023-08-23 15:29:06.889,0xFF,TX,ACK
2023-08-23 15:29:07.159,0xFF,TX,ACK
2023-08-23 15:29:07.730,0xFF,TX,ACK
2023-08-23 15:29:08.151,0xFF,TX,ACK
2023-08-23 15:29:08.496,0xFF,TX,ACK
2023-08-23 15:29:09.021,0xFF,TX,ACK
2023-08-23 15:29:09.698,0xFF,TX,ACK
2023-08-23 15:29:10.014,0xFF,TX,ACK
2023-08-23 15:29:10.734,0xFF,TX,ACK
2023-08-23 15:29:11.064,0xFF,TX,ACK
2023-08-23 15:29:11.515,0xFF,TX,ACK
2023-08-23 15:29:12.026,0xFF,TX,ACK
2023-08-23 15:29:12.341,0xFF,TX,ACK
2023-08-23 15:29:12.671,0xFF,TX,ACK
2023-08-23 15:29:13.032,0xFF,TX,ACK
2023-08-23 15:29:13.423,0xFF,TX,ACK
2023-08-23 15:29:13.648,0xFF,TX,ACK
2023-08-23 15:29:14.205,0xFF,TX,ACK
2023-08-23 15:29:14.625,0xFF,TX,ACK
2023-08-23 15:29:15.196,0xFF,TX,ACK
2023-08-23 15:29:15.842,0xFF,TX,ACK
2023-08-23 15:29:16.518,0xFF,TX,ACK
2023-08-23 15:29:17.088,0xFF,TX,ACK
2023-08-23 15:29:17.494,0xFF,TX,ACK
2023-08-23 15:29:17.884,0xFF,TX,ACK
2023-08-23 15:29:18.156,0xFF,TX,ACK
2023-08-23 15:29:18.531,0xFF,TX,ACK
2023-08-23 15:29:19.012,0xFF,TX,ACK
2023-08-23 15:29:19.387,0xFF,TX,ACK
2023-08-23 15:29:20.061,0xFF,TX,ACK
2023-08-23 15:29:20.466,0xFF,TX,ACK
2023-08-23 15:29:20.976,0xFF,TX,ACK
2023-08-23 15:29:21.531,0xFF,TX,ACK
2023-08-23 15:29:21.997,0xFF,TX,ACK
2023-08-23 15:29:22.388,0xFF,TX,ACK
2023-08-23 15:29:22.643,0xFF,TX,ACK
2023-08-23 15:29:23.019,0xFF,TX,ACK
2023-08-23 15:29:23.619,0xFF,TX,ACK
2023-08-23 15:29:23.890,0xFF,TX,ACK
2023-08-23 15:29:24.146,0xFF,TX,ACK
2023-08-23 15:29:24.731,0xFF,TX,ACK
2023-08-23 15:29:25.047,0xFF,TX,ACK
2023-08-23 15:29:25.287,0xFF,TX,ACK
2023-08-23 15:29:25.783,0xFF,TX,ACK
2023-08-23 15:29:26.144,0xFF,TX,ACK
2023-08-23 15:29:26.339,0xFF,TX,ACK
2023-08-23 15:29:26.745,0xFF,TX,ACK
2023-08-23 15:29:27.134,0xFF,TX,ACK
2023-08-23 15:29:27.451,0xFF,TX,ACK
2023-08-23 15:29:27.826,0xFF,TX,ACK
2023-08-23 15:29:28.051,0xFF,TX,ACK
2023-08-23 15:29:28.427,0xFF,TX,ACK
2023-08-23 15:29:28.832,0xFF,TX,ACK
2023-08-23 15:29:29.343,0xFF,TX,ACK
2023-08-23 15:29:29.823,0xFF,TX,ACK
2023-08-23 15:29:30.139,0xFF,TX,ACK
2023-08-23 15:29:30.590,0xFF,TX,ACK
2023-08-23 15:29:31.131,0xFF,TX,ACK
2023-08-23 15:29:31.537,0xFF,TX,ACK
2023-08-23 15:29:31.882,0xFF,TX,ACK
2023-08-23 15:29:32.347,0xFF,TX,ACK
2023-08-23 15:29:32.782,0xFF,TX,ACK
2023-08-23 15:29:33.250,0xFF,TX,ACK
2023-08-23 15:29:33.744,0xFF,TX,ACK
2023-08-23 15:29:34.255,0xFF,TX,ACK
2023-08-23 15:29:34.947,0xFF,TX,ACK
2023-08-23 15:29:35.488,0xFF,TX,ACK
2023-08-23 15:29:36.195,0xFF,TX,ACK
2023-08-23 15:29:36.586,0xFF,TX,ACK
2023-08-23 15:29:36.991,0xFF,TX,ACK
2023-08-23 15:29:37.396,0xFF,TX,ACK
2023-08-23 15:29:37.772,0xFF,TX,ACK
2023-08-23 15:29:38.177,0xFF,TX,ACK
2023-08-23 15:29:38.763,0xFF,TX,ACK
2023-08-23 15:29:39.244,0xFF,TX,ACK
2023-08-23 15:29:39.620,0xFF,TX,ACK
2023-08-23 15:29:40.145,0xFF,TX,ACK
2023-08-23 15:29:40.581,0xFF,TX,ACK
2023-08-23 15:29:41.016,0xFF,TX,ACK
2023-08-23 15:29:41.316,0xFF,TX,ACK
2023-08-23 15:29:41.616,0xFF,TX,ACK
2023-08-23 15:29:41.990,0xFF,TX,ACK
2023-08-23 15:29:42.576,0xFF,TX,ACK
2023-08-23 15:29:42.771,0xFF,TX,ACK
2023-08-23 15:29:43.086,0xFF,TX,ACK
2023-08-23 15:29:43.672,0xFF,TX,ACK
2023-08-23 15:29:43.897,0xFF,TX,ACK
2023-08-23 15:29:44.317,0xFF,TX,ACK
2023-08-23 15:29:44.543,0xFF,TX,ACK
2023-08-23 15:29:45.189,0xFF,TX,ACK
2023-08-23 15:29:45.730,0xFF,TX,ACK
2023-08-23 15:29:46.211,0xFF,TX,ACK
2023-08-23 15:29:46.557,0xFF,TX,ACK
2023-08-23 15:29:46.812,0xFF,TX,ACK
2023-08-23 15:29:47.352,0xFF,TX,ACK
2023-08-23 15:29:47.608,0xFF,TX,ACK
2023-08-23 15:29:48.000,0xFF,TX,ACK
2023-08-23 15:29:48.555,0xFF,TX,ACK
2023-08-23 15:29:48.885,0xFF,TX,ACK
2023-08-23 15:29:49.290,0xFF,TX,ACK
2023-08-23 15:29:49.756,0xFF,TX,ACK
2023-08-23 15:29:50.192,0xFF,TX,ACK
2023-08-23 15:29:50.538,0xFF,TX,ACK
2023-08-23 15:29:50.898,0xFF,TX,ACK
2023-08-23 15:29:51.500,0xFF,TX,ACK
2023-08-23 15:29:51.665,0xFF,TX,ACK
2023-08-23 15:29:51.936,0xFF,TX,ACK
2023-08-23 15:29:52.311,0xFF,TX,ACK
2023-08-23 15:29:52.718,0xFF,TX,ACK
2023-08-23 15:29:53.033,0xFF,TX,ACK
2023-08-23 15:29:53.273,0xFF,TX,ACK
2023-08-23 15:29:53.739,0xFF,TX,ACK
2023-08-23 15:29:54.039,0xFF,TX,ACK
2023-08-23 15:29:54.325,0xFF,TX,ACK
2023-08-23 15:29:54.760,0xFF,TX,ACK
2023-08-23 15:29:55.107,0xFF,TX,ACK
2023-08-23 15:29:55.362,0xFF,TX,ACK
2023-08-23 15:29:55.647,0xFF,TX,ACK
2023-08-23 15:29:56.188,0xFF,TX,ACK
2023-08-23 15:29:56.623,0xFF,TX,ACK
2023-08-23 15:29:56.983,0xFF,TX,ACK
2023-08-23 15:29:57.600,0xFF,TX,ACK
2023-08-23 15:29:57.915,0xFF,TX,ACK
2023-08-23 15:29:58.321,0xFF,TX,ACK
2023-08-23 15:29:58.666,0xFF,TX,ACK
2023-08-23 15:29:58.891,0xFF,TX,ACK
2023-08-23 15:29:59.373,0xFF,TX,ACK
2023-08-23 15:29:59.598,0xFF,TX,ACK
2023-08-23 15:30:00.200,0xFF,TX,ACK
2023-08-23 15:30:00.741,0xFF,TX,ACK
2023-08-23 15:30:01.250,0xFF,TX,ACK
2023-08-23 15:30:01.777,0xFF,TX,ACK
2023-08-23 15:30:02.302,0xFF,TX,ACK
2023-08-23 15:30:02.767,0xFF,TX,ACK
2023-08-23 15:30:03.173,0xFF,TX,ACK
2023-08-23 15:30:03.939,0xFF,TX,ACK
2023-08-23 15:30:04.300,0xFF,TX,ACK
2023-08-23 15:30:04.615,0xFF,TX,ACK
2023-08-23 15:30:05.216,0xFF,TX,ACK
2023-08-23 15:30:05.967,0xFF,TX,ACK
2023-08-23 15:30:06.449,0xFF,TX,ACK
2023-08-23 15:30:06.825,0xFF,TX,ACK
2023-08-23 15:30:07.426,0xFF,TX,ACK
2023-08-23 15:30:07.786,0xFF,TX,ACK
2023-08-23 15:30:08.222,0xFF,TX,ACK
2023-08-23 15:30:08.387,0xFF,TX,ACK
2023-08-23 15:30:08.808,0xFF,TX,ACK
2023-08-23 15:30:09.320,0xFF,TX,ACK
2023-08-23 15:30:10.100,0xFF,TX,ACK
2023-08-23 15:30:10.626,0xFF,TX,ACK
2023-08-23 15:30:10.926,0xFF,TX,ACK
2023-08-23 15:30:11.407,0xFF,TX,ACK
2023-08-23 15:30:11.843,0xFF,TX,ACK
2023-08-23 15:30:12.234,0xFF,TX,ACK
2023-08-23 15:30:12.700,0xFF,TX,ACK
2023-08-23 15:30:13.135,0xFF,TX,ACK
2023-08-23 15:30:13.420,0xFF,TX,ACK
2023-08-23 15:30:13.885,0xFF,TX,ACK
2023-08-23 15:30:14.486,0xFF,TX,ACK
2023-08-23 15:30:14.921,0xFF,TX,ACK
2023-08-23 15:30:15.372,0xFF,TX,ACK
2023-08-23 15:30:16.184,0xFF,TX,ACK
2023-08-23 15:30:16.890,0xFF,TX,ACK
2023-08-23 15:30:17.221,0xFF,TX,ACK
2023-08-23 15:30:17.642,0xFF,TX,ACK
2023-08-23 15:30:18.032,0xFF,TX,ACK
2023-08-23 15:30:18.317,0xFF,TX,ACK
2023-08-23 15:30:18.709,0xFF,TX,ACK
2023-08-23 15:30:19.130,0xFF,TX,ACK
2023-08-23 15:30:19.401,0xFF,TX,ACK
2023-08-23 15:30:19.716,0xFF,TX,ACK
2023-08-23 15:30:20.256,0xFF,TX,ACK
2023-08-23 15:30:20.691,0xFF,TX,ACK
2023-08-23 15:30:21.128,0xFF,TX,ACK
2023-08-23 15:30:21.639,0xFF,TX,ACK
2023-08-23 15:30:21.819,0xFF,TX,ACK
2023-08-23 15:30:22.420,0xFF,TX,ACK
2023-08-23 15:30:23.035,0xFF,TX,ACK
2023-08-23 15:30:23.503,0xFF,TX,ACK
2023-08-23 15:30:23.742,0xFF,TX,ACK
2023-08-23 15:30:24.253,0xFF,TX,ACK
2023-08-23 15:30:24.569,0xFF,TX,ACK
