TIME,OPCODE,ACK/NACK,REASON
2023-07-24 08:50:11.928,0xFF,RX
2023-07-24 08:50:11.932,0xFF,TX,NACK,CSN Error
2023-07-24 08:50:13.311,0x01,RX
2023-07-24 08:50:13.314,0x01,TX,NACK,CSN Error
2023-07-24 08:50:13.922,0x04,RX
2023-07-24 08:50:13.925,0x04,TX,NACK,CSN Error
2023-07-24 08:50:39.589,0xFF,RX
2023-07-24 08:50:39.605,0xFF,TX,NACK,CSN Error
2023-07-24 08:50:40.718,0x01,RX
2023-07-24 08:50:40.721,0x01,TX,NACK,CSN Error
2023-07-24 08:50:41.351,0x04,RX
2023-07-24 08:50:41.370,0x04,TX,NACK,CSN Error
2023-07-24 08:51:24.535,0xFF,RX
2023-07-24 08:51:24.539,0xFF,TX,NACK,CSN Error
