TIME,OPCODE,ACK/NACK,REASON
2023-08-23 15:24:36.851,0xFF,TX,ACK
2023-08-23 15:24:37.168,0xFF,TX,ACK
2023-08-23 15:24:37.618,0xFF,TX,ACK
2023-08-23 15:24:38.053,0xFF,TX,ACK
2023-08-23 15:24:38.474,0xFF,TX,ACK
2023-08-23 15:24:38.925,0xFF,TX,ACK
2023-08-23 15:24:39.421,0xFF,TX,ACK
2023-08-23 15:24:39.886,0xFF,TX,ACK
2023-08-23 15:24:40.201,0xFF,TX,ACK
2023-08-23 15:24:40.561,0xFF,TX,ACK
2023-08-23 15:24:40.997,0xFF,TX,ACK
2023-08-23 15:24:41.432,0xFF,TX,ACK
2023-08-23 15:24:41.852,0xFF,TX,ACK
2023-08-23 15:24:42.123,0xFF,TX,ACK
2023-08-23 15:24:42.498,0xFF,TX,ACK
2023-08-23 15:24:42.859,0xFF,TX,ACK
2023-08-23 15:24:43.115,0xFF,TX,ACK
2023-08-23 15:24:43.461,0xFF,TX,ACK
2023-08-23 15:24:43.807,0xFF,TX,ACK
2023-08-23 15:24:44.137,0xFF,TX,ACK
2023-08-23 15:24:44.558,0xFF,TX,ACK
2023-08-23 15:24:44.918,0xFF,TX,ACK
2023-08-23 15:24:45.398,0xFF,TX,ACK
2023-08-23 15:24:45.744,0xFF,TX,ACK
2023-08-23 15:24:46.136,0xFF,TX,ACK
2023-08-23 15:24:46.541,0xFF,TX,ACK
2023-08-23 15:24:46.886,0xFF,TX,ACK
2023-08-23 15:24:47.306,0xFF,TX,ACK
2023-08-23 15:24:47.504,0xFF,TX,ACK
2023-08-23 15:24:47.699,0xFF,TX,ACK
2023-08-23 15:24:47.897,0xFF,TX,ACK
2023-08-23 15:24:47.957,0xFF,TX,ACK
2023-08-23 15:24:48.261,0xFF,TX,ACK
2023-08-23 15:24:48.621,0xFF,TX,ACK
2023-08-23 15:24:49.011,0xFF,TX,ACK
2023-08-23 15:24:49.565,0xFF,TX,ACK
2023-08-23 15:24:49.895,0xFF,TX,ACK
2023-08-23 15:24:50.285,0xFF,TX,ACK
2023-08-23 15:24:50.736,0xFF,TX,ACK
2023-08-23 15:24:51.068,0xFF,TX,ACK
2023-08-23 15:24:51.413,0xFF,TX,ACK
2023-08-23 15:24:51.772,0xFF,TX,ACK
2023-08-23 15:24:52.267,0xFF,TX,ACK
2023-08-23 15:24:52.762,0xFF,TX,ACK
2023-08-23 15:24:53.078,0xFF,TX,ACK
2023-08-23 15:24:53.498,0xFF,TX,ACK
2023-08-23 15:24:53.828,0xFF,TX,ACK
2023-08-23 15:24:54.219,0xFF,TX,ACK
2023-08-23 15:24:54.639,0xFF,TX,ACK
2023-08-23 15:24:54.925,0xFF,TX,ACK
2023-08-23 15:24:55.345,0xFF,TX,ACK
2023-08-23 15:24:55.765,0xFF,TX,ACK
2023-08-23 15:24:56.096,0xFF,TX,ACK
2023-08-23 15:24:56.412,0xFF,TX,ACK
2023-08-23 15:24:56.773,0xFF,TX,ACK
2023-08-23 15:24:57.149,0xFF,TX,ACK
2023-08-23 15:24:57.494,0xFF,TX,ACK
2023-08-23 15:24:57.763,0xFF,TX,ACK
2023-08-23 15:24:58.184,0xFF,TX,ACK
2023-08-23 15:24:58.574,0xFF,TX,ACK
2023-08-23 15:24:58.919,0xFF,TX,ACK
2023-08-23 15:24:59.400,0xFF,TX,ACK
2023-08-23 15:24:59.716,0xFF,TX,ACK
2023-08-23 15:25:00.061,0xFF,TX,ACK
2023-08-23 15:25:00.226,0xFF,TX,ACK
2023-08-23 15:25:00.511,0xFF,TX,ACK
2023-08-23 15:25:00.886,0xFF,TX,ACK
2023-08-23 15:25:01.246,0xFF,TX,ACK
2023-08-23 15:25:01.651,0xFF,TX,ACK
