TIME,OPCODE,ACK/NACK,REASON
2023-08-18 09:18:00.013,0x01,RX
2023-08-18 09:18:00.017,0x04,RX
2023-08-18 09:18:05.014,0x16,RX
2023-08-18 09:18:10.009,0x1E,RX
2023-08-18 09:18:30.005,0x01,RX
2023-08-18 09:18:30.009,0x04,RX
2023-08-18 09:18:35.006,0x16,RX
2023-08-18 09:18:40.016,0x1E,RX
2023-08-18 09:19:00.002,0x01,RX
2023-08-18 09:19:00.006,0x04,RX
2023-08-18 09:19:00.214,0x19,TX
2023-08-18 09:19:01.217,0x17,RX
2023-08-18 09:19:01.222,0x17,TX,NACK,Not Ready Error
2023-08-18 09:19:05.007,0x16,RX
2023-08-18 09:19:10.140,0x1E,RX
2023-08-18 09:19:30.007,0x01,RX
2023-08-18 09:19:30.011,0x04,RX
2023-08-18 09:19:35.003,0x16,RX
2023-08-18 09:19:40.014,0x1E,RX
2023-08-18 09:20:00.003,0x01,RX
2023-08-18 09:20:00.006,0x04,RX
2023-08-18 09:20:00.245,0x19,TX
2023-08-18 09:20:01.256,0x17,RX
2023-08-18 09:20:01.272,0x17,TX,NACK,Not Ready Error
2023-08-18 09:20:05.003,0x16,RX
2023-08-18 09:20:10.006,0x1E,RX
