TIME,OPCODE,ACK/NACK,REASON
2023-07-28 14:03:49.477,0xFF,RX
2023-07-28 14:03:59.210,0x00,TX,NACK,Data Length Error
2023-07-28 14:05:11.307,0xFF,RX
2023-07-28 14:06:06.214,0x00,TX,NACK,Data Length Error
