TIME,OPCODE,ACK/NACK,REASON
2023-07-28 14:07:13.032,0xFF,RX
2023-07-28 14:07:21.240,0xFF,TX,NACK,Data Length Error
2023-07-28 14:07:42.701,0xFF,RX
2023-07-28 14:07:47.603,0xFF,TX,NACK,Data Length Error
