TIME,OPCODE,ACK/NACK,REASON
2023-08-23 15:59:26.355,0xFF,TX,ACK
2023-08-23 15:59:26.850,0xFF,TX,ACK
2023-08-23 15:59:27.181,0xFF,TX,ACK
2023-08-23 15:59:27.827,0xFF,TX,ACK
2023-08-23 15:59:28.383,0xFF,TX,ACK
2023-08-23 15:59:29.013,0xFF,TX,ACK
2023-08-23 15:59:29.433,0xFF,TX,ACK
2023-08-23 15:59:30.004,0xFF,TX,ACK
2023-08-23 15:59:30.454,0xFF,TX,ACK
2023-08-23 15:59:30.950,0xFF,TX,ACK
2023-08-23 15:59:31.340,0xFF,TX,ACK
2023-08-23 15:59:31.806,0xFF,TX,ACK
2023-08-23 15:59:32.256,0xFF,TX,ACK
2023-08-23 15:59:32.542,0xFF,TX,ACK
2023-08-23 15:59:32.978,0xFF,TX,ACK
2023-08-23 15:59:33.607,0xFF,TX,ACK
2023-08-23 15:59:33.892,0xFF,TX,ACK
2023-08-23 15:59:34.357,0xFF,TX,ACK
2023-08-23 15:59:34.822,0xFF,TX,ACK
2023-08-23 15:59:35.153,0xFF,TX,ACK
2023-08-23 15:59:36.055,0xFF,TX,ACK
2023-08-23 15:59:36.429,0xFF,TX,ACK
2023-08-23 15:59:36.909,0xFF,TX,ACK
2023-08-23 15:59:37.407,0xFF,TX,ACK
2023-08-23 15:59:37.737,0xFF,TX,ACK
2023-08-23 15:59:38.053,0xFF,TX,ACK
2023-08-23 15:59:38.847,0xFF,TX,ACK
2023-08-23 15:59:39.058,0xFF,TX,ACK
2023-08-23 15:59:39.494,0xFF,TX,ACK
2023-08-23 15:59:39.945,0xFF,TX,ACK
2023-08-23 15:59:40.275,0xFF,TX,ACK
2023-08-23 15:59:40.755,0xFF,TX,ACK
2023-08-23 15:59:41.205,0xFF,TX,ACK
2023-08-23 15:59:41.551,0xFF,TX,ACK
2023-08-23 15:59:42.017,0xFF,TX,ACK
2023-08-23 15:59:42.648,0xFF,TX,ACK
2023-08-23 15:59:43.129,0xFF,TX,ACK
2023-08-23 15:59:43.759,0xFF,TX,ACK
2023-08-23 15:59:44.239,0xFF,TX,ACK
2023-08-23 15:59:44.674,0xFF,TX,ACK
2023-08-23 15:59:45.110,0xFF,TX,ACK
2023-08-23 15:59:45.830,0xFF,TX,ACK
2023-08-23 15:59:46.205,0xFF,TX,ACK
2023-08-23 15:59:46.581,0xFF,TX,ACK
2023-08-23 15:59:47.047,0xFF,TX,ACK
2023-08-23 15:59:47.649,0xFF,TX,ACK
2023-08-23 15:59:47.995,0xFF,TX,ACK
2023-08-23 15:59:48.400,0xFF,TX,ACK
2023-08-23 15:59:49.046,0xFF,TX,ACK
2023-08-23 15:59:49.587,0xFF,TX,ACK
2023-08-23 15:59:50.158,0xFF,TX,ACK
2023-08-23 15:59:50.804,0xFF,TX,ACK
2023-08-23 15:59:51.224,0xFF,TX,ACK
2023-08-23 15:59:51.887,0xFF,TX,ACK
2023-08-23 15:59:52.503,0xFF,TX,ACK
2023-08-23 15:59:53.103,0xFF,TX,ACK
2023-08-23 15:59:53.673,0xFF,TX,ACK
2023-08-23 15:59:54.035,0xFF,TX,ACK
2023-08-23 15:59:54.561,0xFF,TX,ACK
2023-08-23 15:59:55.161,0xFF,TX,ACK
2023-08-23 15:59:55.596,0xFF,TX,ACK
2023-08-23 15:59:55.896,0xFF,TX,ACK
2023-08-23 15:59:56.481,0xFF,TX,ACK
2023-08-23 15:59:57.068,0xFF,TX,ACK
2023-08-23 15:59:57.638,0xFF,TX,ACK
2023-08-23 15:59:58.149,0xFF,TX,ACK
2023-08-23 15:59:58.659,0xFF,TX,ACK
2023-08-23 15:59:59.126,0xFF,TX,ACK
2023-08-23 15:59:59.847,0xFF,TX,ACK
2023-08-23 16:00:00.343,0xFF,TX,ACK
2023-08-23 16:00:00.974,0xFF,TX,ACK
2023-08-23 16:00:01.530,0xFF,TX,ACK
2023-08-23 16:00:02.205,0xFF,TX,ACK
2023-08-23 16:00:02.775,0xFF,TX,ACK
2023-08-23 16:00:03.240,0xFF,TX,ACK
2023-08-23 16:00:03.947,0xFF,TX,ACK
2023-08-23 16:00:04.292,0xFF,TX,ACK
2023-08-23 16:00:04.803,0xFF,TX,ACK
2023-08-23 16:00:05.179,0xFF,TX,ACK
2023-08-23 16:00:05.750,0xFF,TX,ACK
2023-08-23 16:00:06.428,0xFF,TX,ACK
2023-08-23 16:00:06.938,0xFF,TX,ACK
2023-08-23 16:00:07.283,0xFF,TX,ACK
2023-08-23 16:00:07.718,0xFF,TX,ACK
2023-08-23 16:00:08.349,0xFF,TX,ACK
2023-08-23 16:00:09.010,0xFF,TX,ACK
2023-08-23 16:00:09.580,0xFF,TX,ACK
2023-08-23 16:00:10.046,0xFF,TX,ACK
2023-08-23 16:00:10.496,0xFF,TX,ACK
