TIME,OPCODE,ACK/NACK,REASON
2023-08-23 15:55:04.457,0xFF,TX,ACK
2023-08-23 15:55:04.862,0xFF,TX,ACK
2023-08-23 15:55:05.419,0xFF,TX,ACK
2023-08-23 15:55:05.974,0xFF,TX,ACK
2023-08-23 15:55:06.304,0xFF,TX,ACK
2023-08-23 15:55:07.040,0xFF,TX,ACK
2023-08-23 15:55:07.325,0xFF,TX,ACK
2023-08-23 15:55:07.625,0xFF,TX,ACK
2023-08-23 15:55:07.941,0xFF,TX,ACK
2023-08-23 15:55:08.406,0xFF,TX,ACK
2023-08-23 15:55:08.932,0xFF,TX,ACK
2023-08-23 15:55:09.516,0xFF,TX,ACK
2023-08-23 15:55:09.801,0xFF,TX,ACK
2023-08-23 15:55:10.418,0xFF,TX,ACK
2023-08-23 15:55:10.792,0xFF,TX,ACK
2023-08-23 15:55:11.017,0xFF,TX,ACK
2023-08-23 15:55:11.363,0xFF,TX,ACK
2023-08-23 15:55:12.083,0xFF,TX,ACK
2023-08-23 15:55:12.488,0xFF,TX,ACK
2023-08-23 15:55:12.879,0xFF,TX,ACK
2023-08-23 15:55:13.180,0xFF,TX,ACK
2023-08-23 15:55:13.690,0xFF,TX,ACK
2023-08-23 15:55:14.111,0xFF,TX,ACK
2023-08-23 15:55:14.712,0xFF,TX,ACK
2023-08-23 15:55:15.297,0xFF,TX,ACK
2023-08-23 15:55:15.688,0xFF,TX,ACK
